YEAR,ORG_ID,ORG_NAME,PROJECT_NAME,STUDENT/PROJECT URL,MENTOR/ORG_URL
2013,apache,Apache Software Foundation,Versioning of Synapse Configuration Artifacts,https://www.google-melange.com/archive/gsoc/2013/orgs/apache/projects/thilinis.html,http://s.apache.org/gsoc2013ideas
2013,apache,Apache Software Foundation,VXQuery integration with Apache Lucene,https://www.google-melange.com/archive/gsoc/2013/orgs/apache/projects/sjaco002.html,http://s.apache.org/gsoc2013ideas
2013,apache,Apache Software Foundation,Web Based Workflow Monitoring Tool,https://www.google-melange.com/archive/gsoc/2013/orgs/apache/projects/vijayendra_purohit.html,http://s.apache.org/gsoc2013ideas
2013,apache,Apache Software Foundation,Web-based Workflow Execution Interface for Apache Airavata,https://www.google-melange.com/archive/gsoc/2013/orgs/apache/projects/sanchitaggarwal.html,http://s.apache.org/gsoc2013ideas
2013,apache,Apache Software Foundation,Wider spectrum of data sources for Apache Giraph using Apache Gora,https://www.google-melange.com/archive/gsoc/2013/orgs/apache/projects/renato2099.html,http://s.apache.org/gsoc2013ideas
2013,apache,Apache Software Foundation,Xalan-J - Complete Support for StAXSource / StAXResult,https://www.google-melange.com/archive/gsoc/2013/orgs/apache/projects/samuelqueiroz.html,http://s.apache.org/gsoc2013ideas
2013,apache,Apache Software Foundation,XPath1.0 Implementation On Top of XMLStream,https://www.google-melange.com/archive/gsoc/2013/orgs/apache/projects/irjanith.html,http://s.apache.org/gsoc2013ideas
2013,apertium,Apertium,A Sliding-Window Drop-in Replacement for the HMM Part-of-Speech Tagger in Apertium,https://www.google-melange.com/archive/gsoc/2013/orgs/apertium/projects/elephantgcc.html,http://wiki.apertium.org/wiki/Ideas_for_Google_Summer_of_Code
2013,apertium,Apertium,Apertium Turkish-Uzbek,https://www.google-melange.com/archive/gsoc/2013/orgs/apertium/projects/akindalki.html,http://wiki.apertium.org/wiki/Ideas_for_Google_Summer_of_Code
2013,apertium,Apertium,"Application for ""Interface for creating tagged corpora"" GSOC 2013",https://www.google-melange.com/archive/gsoc/2013/orgs/apertium/projects/tuxskar.html,http://wiki.apertium.org/wiki/Ideas_for_Google_Summer_of_Code
2013,apertium,Apertium,Chinese-to-Spanish Apertium System,https://www.google-melange.com/archive/gsoc/2013/orgs/apertium/projects/jcentelles.html,http://wiki.apertium.org/wiki/Ideas_for_Google_Summer_of_Code
2013,apertium,Apertium,Danish-Norwegian (BokmÃ¥l) language pair,https://www.google-melange.com/archive/gsoc/2013/orgs/apertium/projects/jonasfromseier.html,http://wiki.apertium.org/wiki/Ideas_for_Google_Summer_of_Code
2013,apertium,Apertium,Hindi-English Language Pair,https://www.google-melange.com/archive/gsoc/2013/orgs/apertium/projects/nikant.html,http://wiki.apertium.org/wiki/Ideas_for_Google_Summer_of_Code
2013,apertium,Apertium,Improvements in lexical-selection module,https://www.google-melange.com/archive/gsoc/2013/orgs/apertium/projects/fpetkovski.html,http://wiki.apertium.org/wiki/Ideas_for_Google_Summer_of_Code
2013,apertium,Apertium,Rule-based finite-state disambiguation,https://www.google-melange.com/archive/gsoc/2013/orgs/apertium/projects/davidnemeskey.html,http://wiki.apertium.org/wiki/Ideas_for_Google_Summer_of_Code
2013,apertium,Apertium,Ukrainian-Russian language pair,https://www.google-melange.com/archive/gsoc/2013/orgs/apertium/projects/quirille.html,http://wiki.apertium.org/wiki/Ideas_for_Google_Summer_of_Code
2013,apertium,Apertium,Visual interface for editing transfer rules,https://www.google-melange.com/archive/gsoc/2013/orgs/apertium/projects/lipkab.html,http://wiki.apertium.org/wiki/Ideas_for_Google_Summer_of_Code
2013,wesnoth,Battle for Wesnoth,AI: Refactor recruitment algorithm,https://www.google-melange.com/archive/gsoc/2013/orgs/wesnoth/projects/flixx.html,http://wiki.wesnoth.org/SummerOfCodeIdeas
2013,wesnoth,Battle for Wesnoth,Multiplayer campaign improvements,https://www.google-melange.com/archive/gsoc/2013/orgs/wesnoth/projects/zaibotrenktas.html,http://wiki.wesnoth.org/SummerOfCodeIdeas
2013,wesnoth,Battle for Wesnoth,Rethink the addon server from scratch,https://www.google-melange.com/archive/gsoc/2013/orgs/wesnoth/projects/trademark.html,http://wiki.wesnoth.org/SummerOfCodeIdeas
2013,beagle,BeagleBoard.org,Android based boot system,https://www.google-melange.com/archive/gsoc/2013/orgs/beagle/projects/ungureanuvladvictor.html,http://elinux.org/BeagleBoard/GSoC/Ideas
2013,beagle,BeagleBoard.org,Arduino Libraries for the Beaglebone (in Userspace),https://www.google-melange.com/archive/gsoc/2013/orgs/beagle/projects/hatguy.html,http://elinux.org/BeagleBoard/GSoC/Ideas
2013,beagle,BeagleBoard.org,Beagle-ROS,https://www.google-melange.com/archive/gsoc/2013/orgs/beagle/projects/vmayoral.html,http://elinux.org/BeagleBoard/GSoC/Ideas
2013,beagle,BeagleBoard.org, Create Linux userspace libraries for use with Wiring/Processing environment using the Arduino IDE,https://www.google-melange.com/archive/gsoc/2013/orgs/beagle/projects/anujdeshpande92.html,http://elinux.org/BeagleBoard/GSoC/Ideas
2013,beagle,BeagleBoard.org,"IIO, ADC, PMIC, LCD debug/patchwork",https://www.google-melange.com/archive/gsoc/2013/orgs/beagle/projects/zubairlk.html,http://elinux.org/BeagleBoard/GSoC/Ideas
2013,beagle,BeagleBoard.org,Minix I2C drivers for the BeagleBone Black,https://www.google-melange.com/archive/gsoc/2013/orgs/beagle/projects/tcort.html,http://elinux.org/BeagleBoard/GSoC/Ideas
2013,beamcommunity,BEAM Community,Elixir - Debugger and Inspection,https://www.google-melange.com/archive/gsoc/2013/orgs/beamcommunity/projects/brunoro.html,https://github.com/beamcommunity/beamcommunity.github.com/wiki
2013,beamcommunity,BEAM Community,Erlang Package Manager (pakx),https://www.google-melange.com/archive/gsoc/2013/orgs/beamcommunity/projects/amanmangal.html,https://github.com/beamcommunity/beamcommunity.github.com/wiki
2013,beamcommunity,BEAM Community,MongooseIM: Implementation of XEP-0313 Message Archive Management,https://www.google-melange.com/archive/gsoc/2013/orgs/beamcommunity/projects/freeakk.html,https://github.com/beamcommunity/beamcommunity.github.com/wiki
2013,beamcommunity,BEAM Community,Rebalancing for Discoâs Distributed File System,https://www.google-melange.com/archive/gsoc/2013/orgs/beamcommunity/projects/patrik.html,https://github.com/beamcommunity/beamcommunity.github.com/wiki
2013,beamcommunity,BEAM Community,Zotonic Moules Repository Integration,https://www.google-melange.com/archive/gsoc/2013/orgs/beamcommunity/projects/mawuli.html,https://github.com/beamcommunity/beamcommunity.github.com/wiki
2013,benetech,Benetech,Achieve Word level Highlighting Synchronized with TTS ,https://www.google-melange.com/archive/gsoc/2013/orgs/benetech/projects/itsyash.html,https://github.com/benetech/FBReaderJ/wiki/Google-Summer-of-Code-2013-Ideas-Page
2013,benetech,Benetech,MathML Support for Go Read,https://www.google-melange.com/archive/gsoc/2013/orgs/benetech/projects/jordangould.html,https://github.com/benetech/FBReaderJ/wiki/Google-Summer-of-Code-2013-Ideas-Page
2013,benetech,Benetech,Tecla Accessibility Support in Go Read,https://www.google-melange.com/archive/gsoc/2013/orgs/benetech/projects/anuruddha.html,https://github.com/benetech/FBReaderJ/wiki/Google-Summer-of-Code-2013-Ideas-Page
2013,bioconductor,Bioconductor open source software for bioinformatics,Application for Project 3: BiocParallel / BatchJobs integration,https://www.google-melange.com/archive/gsoc/2013/orgs/bioconductor/projects/mllg.html,http://www.bioconductor.org/developers/gsoc2013/
2013,bioconductor,Bioconductor open source software for bioinformatics,Shiny Bioconductor Objects Project,https://www.google-melange.com/archive/gsoc/2013/orgs/bioconductor/projects/balc0022.html,http://www.bioconductor.org/developers/gsoc2013/
2013,blender,Blender Foundation,BGE Level of Detail and Bug Fixing/Polishing,https://www.google-melange.com/archive/gsoc/2013/orgs/blender/projects/kupoman.html,http://wiki.blender.org/index.php/Dev:Ref/GoogleSummerOfCode/2013/Ideas
2013,blender,Blender Foundation,Cycles - Add new shader nodes and shading features,https://www.google-melange.com/archive/gsoc/2013/orgs/blender/projects/dingto.html,http://wiki.blender.org/index.php/Dev:Ref/GoogleSummerOfCode/2013/Ideas
2013,blender,Blender Foundation,Dependency Graph and Evaluation Engine Refactor,https://www.google-melange.com/archive/gsoc/2013/orgs/blender/projects/aligorith.html,http://wiki.blender.org/index.php/Dev:Ref/GoogleSummerOfCode/2013/Ideas
2013,blender,Blender Foundation,Expand and improve Blender's motion tracking module,https://www.google-melange.com/archive/gsoc/2013/orgs/blender/projects/sftrabbit.html,http://wiki.blender.org/index.php/Dev:Ref/GoogleSummerOfCode/2013/Ideas
2013,blender,Blender Foundation,Painting tool improvements,https://www.google-melange.com/archive/gsoc/2013/orgs/blender/projects/kalast.html,http://wiki.blender.org/index.php/Dev:Ref/GoogleSummerOfCode/2013/Ideas
2013,blender,Blender Foundation,Rigid Body Simulation Improvements,https://www.google-melange.com/archive/gsoc/2013/orgs/blender/projects/sergof.html,http://wiki.blender.org/index.php/Dev:Ref/GoogleSummerOfCode/2013/Ideas
2013,blender,Blender Foundation,Sketch Mesh Editing,https://www.google-melange.com/archive/gsoc/2013/orgs/blender/projects/apinzof.html,http://wiki.blender.org/index.php/Dev:Ref/GoogleSummerOfCode/2013/Ideas
2013,blender,Blender Foundation,Texturing for Volume Rendering in Cycles,https://www.google-melange.com/archive/gsoc/2013/orgs/blender/projects/rcampos.html,http://wiki.blender.org/index.php/Dev:Ref/GoogleSummerOfCode/2013/Ideas
2013,blender,Blender Foundation,Threaded dependency graph,https://www.google-melange.com/archive/gsoc/2013/orgs/blender/projects/sergey_vfx.html,http://wiki.blender.org/index.php/Dev:Ref/GoogleSummerOfCode/2013/Ideas
2013,blender,Blender Foundation,Towards a full action replay system,https://www.google-melange.com/archive/gsoc/2013/orgs/blender/projects/vakkermans.html,http://wiki.blender.org/index.php/Dev:Ref/GoogleSummerOfCode/2013/Ideas
2013,blender,Blender Foundation,Viewport FX II,https://www.google-melange.com/archive/gsoc/2013/orgs/blender/projects/jwilkins.html,http://wiki.blender.org/index.php/Dev:Ref/GoogleSummerOfCode/2013/Ideas
2013,blender,Blender Foundation,VSE Improvements,https://www.google-melange.com/archive/gsoc/2013/orgs/blender/projects/alexku.html,http://wiki.blender.org/index.php/Dev:Ref/GoogleSummerOfCode/2013/Ideas
2013,bloomington,"Bloomington, IN, USA",Feature Enhancement to the GeoReporter Android Open311 Client,https://www.google-melange.com/archive/gsoc/2013/orgs/bloomington/projects/rajulbhatnagar.html,http://bloomington.in.gov/documents/viewDocument.php?document_id=7522
2013,bloomington,"Bloomington, IN, USA",Implementing an SMS-based interaction module for uReport based on Open311 Standard,https://www.google-melange.com/archive/gsoc/2013/orgs/bloomington/projects/abr.html,http://bloomington.in.gov/documents/viewDocument.php?document_id=7522
2013,bloomington,"Bloomington, IN, USA",Mapping module on uReport - City of Bloomington,https://www.google-melange.com/archive/gsoc/2013/orgs/bloomington/projects/zhangquan913.html,http://bloomington.in.gov/documents/viewDocument.php?document_id=7522
2013,bloomington,"Bloomington, IN, USA",New user interface and map-based browsing or GeoReporter for iPad,https://www.google-melange.com/archive/gsoc/2013/orgs/bloomington/projects/marius0709.html,http://bloomington.in.gov/documents/viewDocument.php?document_id=7522
2013,boost,Boost C++ Libraries,Boost AFIO,https://www.google-melange.com/archive/gsoc/2013/orgs/boost/projects/ilovepi.html,https://svn.boost.org/trac/boost/wiki/SoC2013
2013,boost,Boost C++ Libraries,Boost.Math Bernoulli Numbers and Applications to Special Functions,https://www.google-melange.com/archive/gsoc/2013/orgs/boost/projects/nikhar.html,https://svn.boost.org/trac/boost/wiki/SoC2013
2013,boost,Boost C++ Libraries,Boost.Trie,https://www.google-melange.com/archive/gsoc/2013/orgs/boost/projects/ithlony.html,https://svn.boost.org/trac/boost/wiki/SoC2013
2013,boost,Boost C++ Libraries,Boost.uBlas - Parallelized computations with MPI technology,https://www.google-melange.com/archive/gsoc/2013/orgs/boost/projects/dla.html,https://svn.boost.org/trac/boost/wiki/SoC2013
2013,boost,Boost C++ Libraries,Multiple-source shortest paths for planar graphs,https://www.google-melange.com/archive/gsoc/2013/orgs/boost/projects/dmitchell.html,https://svn.boost.org/trac/boost/wiki/SoC2013
2013,boost,Boost C++ Libraries,Parallel Backends for odeint,https://www.google-melange.com/archive/gsoc/2013/orgs/boost/projects/earnocks.html,https://svn.boost.org/trac/boost/wiki/SoC2013
2013,boost,Boost C++ Libraries,uBlas Performance Math Library,https://www.google-melange.com/archive/gsoc/2013/orgs/boost/projects/sathyamvellal.html,https://svn.boost.org/trac/boost/wiki/SoC2013
2013,brlcad,BRL-CAD,Consolidating and Adding the Image Processing Functions to LIBICV ,https://www.google-melange.com/archive/gsoc/2013/orgs/brlcad/projects/zero_level.html,http://brlcad.org/wiki/Google_Summer_of_Code/Project_Ideas
2013,brlcad,BRL-CAD,Implementation of a heart primitive,https://www.google-melange.com/archive/gsoc/2013/orgs/brlcad/projects/izak.html,http://brlcad.org/wiki/Google_Summer_of_Code/Project_Ideas
2013,brlcad,BRL-CAD,Matrix Pull Routine for performing the opposite of the Matrix Push on Geometry.,https://www.google-melange.com/archive/gsoc/2013/orgs/brlcad/projects/ch3ck.html,http://brlcad.org/wiki/Google_Summer_of_Code/Project_Ideas
2013,brlcad,BRL-CAD,New Cross-Platform 3D Display Manager,https://www.google-melange.com/archive/gsoc/2013/orgs/brlcad/projects/vladbogolin.html,http://brlcad.org/wiki/Google_Summer_of_Code/Project_Ideas
2013,brlcad,BRL-CAD,NURBS Intersection,https://www.google-melange.com/archive/gsoc/2013/orgs/brlcad/projects/phoenixyjll.html,http://brlcad.org/wiki/Google_Summer_of_Code/Project_Ideas
2013,brlcad,BRL-CAD,STEP Libraries,https://www.google-melange.com/archive/gsoc/2013/orgs/brlcad/projects/keshashah.html,http://brlcad.org/wiki/Google_Summer_of_Code/Project_Ideas
2013,brlcad,BRL-CAD,Web Interface of BRL-CAD,https://www.google-melange.com/archive/gsoc/2013/orgs/brlcad/projects/harman052.html,http://brlcad.org/wiki/Google_Summer_of_Code/Project_Ideas
2013,buildbot,Buildbot,Complete Master-Side Source Steps,https://www.google-melange.com/archive/gsoc/2013/orgs/buildbot/projects/srinup.html,http://trac.buildbot.net/wiki/ProjectIdeas
2013,buildbot,Buildbot,New master-salve protocol,https://www.google-melange.com/archive/gsoc/2013/orgs/buildbot/projects/marchael.html,http://trac.buildbot.net/wiki/ProjectIdeas
2013,catroid_project,Catroid Project,"Brick cut, copy and paste functionality across projects + smart multiselection move",https://www.google-melange.com/archive/gsoc/2013/orgs/catroid_project/projects/patkoch.html,http://goo.gl/z3stf
2013,catroid_project,Catroid Project,Catrobat textual language representation,https://www.google-melange.com/archive/gsoc/2013/orgs/catroid_project/projects/tdiva.html,http://goo.gl/z3stf
2013,catroid_project,Catroid Project,"CATROID AS A WIRELESS HUMAN INTERFACE DEVICE (GAMEPAD, MOUSE, KEYBOARD) FOR PCS DEVELOP OWN GAMEPAD FOR PCS",https://www.google-melange.com/archive/gsoc/2013/orgs/catroid_project/projects/resl.html,http://goo.gl/z3stf
2013,catroid_project,Catroid Project,Create your own bricks and edit existing bricks in Catroid,https://www.google-melange.com/archive/gsoc/2013/orgs/catroid_project/projects/forestj.html,http://goo.gl/z3stf
2013,catroid_project,Catroid Project,Implementation of a simple object recognizer for Catroid,https://www.google-melange.com/archive/gsoc/2013/orgs/catroid_project/projects/aschmidhofer.html,http://goo.gl/z3stf
2013,catroid_project,Catroid Project,Layers in Paintroid,https://www.google-melange.com/archive/gsoc/2013/orgs/catroid_project/projects/peculator.html,http://goo.gl/z3stf
2013,catroid_project,Catroid Project,Remix Visualization,https://www.google-melange.com/archive/gsoc/2013/orgs/catroid_project/projects/markoburazer.html,http://goo.gl/z3stf
2013,catroid_project,Catroid Project,Sound- and Speechrecognition for Catroid,https://www.google-melange.com/archive/gsoc/2013/orgs/catroid_project/projects/skrell.html,http://goo.gl/z3stf
2013,catroid_project,Catroid Project,Tagging and Recommender System,https://www.google-melange.com/archive/gsoc/2013/orgs/catroid_project/projects/ganz7.html,http://goo.gl/z3stf
2013,cernsft,CERN SFT,Add the ability to accept LaTeX and Markdown/MathJax formulas in Indico abstract editor,https://www.google-melange.com/archive/gsoc/2013/orgs/cernsft/projects/pmgaudencio.html,http://sftweb.cern.ch/gsoc13
2013,cernsft,CERN SFT,Automatic Differentiation Library Using Cling,https://www.google-melange.com/archive/gsoc/2013/orgs/cernsft/projects/violetailieva.html,http://sftweb.cern.ch/gsoc13
2013,cernsft,CERN SFT,CERN app for Android proposal,https://www.google-melange.com/archive/gsoc/2013/orgs/cernsft/projects/wasyl.html,http://sftweb.cern.ch/gsoc13
2013,cernsft,CERN SFT,HEPunion filesystem implementation as Linux module,https://www.google-melange.com/archive/gsoc/2013/orgs/cernsft/projects/disdi.html,http://sftweb.cern.ch/gsoc13
2013,cernsft,CERN SFT,Implement Pre-run Verification In Cling,https://www.google-melange.com/archive/gsoc/2013/orgs/cernsft/projects/sploving.html,http://sftweb.cern.ch/gsoc13
2013,cernsft,CERN SFT, Marketplace for VM Contextualization Artifacts,https://www.google-melange.com/archive/gsoc/2013/orgs/cernsft/projects/jovanka_g.html,http://sftweb.cern.ch/gsoc13
2013,cernsft,CERN SFT,Performance Monitoring on User-defined ROI,https://www.google-melange.com/archive/gsoc/2013/orgs/cernsft/projects/foobar.html,http://sftweb.cern.ch/gsoc13
2013,cernsft,CERN SFT,TFormula class for CERN ,https://www.google-melange.com/archive/gsoc/2013/orgs/cernsft/projects/zimny.html,http://sftweb.cern.ch/gsoc13
2013,cesium,Cesium community,Adding support for the KML standard,https://www.google-melange.com/archive/gsoc/2013/orgs/cesium/projects/andrenunes.html,https://github.com/AnalyticalGraphicsInc/cesium/wiki/Google-Summer-of-Code-Ideas
2013,cesium,Cesium community,Navigation Widget for Cesium,https://www.google-melange.com/archive/gsoc/2013/orgs/cesium/projects/ravi_agrawal.html,https://github.com/AnalyticalGraphicsInc/cesium/wiki/Google-Summer-of-Code-Ideas
2013,chromium,Chromium,Add Multi-line text rendering support to RenderText,https://www.google-melange.com/archive/gsoc/2013/orgs/chromium/projects/ckocagil.html,https://sites.google.com/a/chromium.org/dev/getting-involved/summerofcode2013
2013,chromium,Chromium,Develop a standalone GUI for running Dr. Memory,https://www.google-melange.com/archive/gsoc/2013/orgs/chromium/projects/clarkb7.html,https://sites.google.com/a/chromium.org/dev/getting-involved/summerofcode2013
2013,chromium,Chromium,Dr. Memory Hybrid Native and Non-Native Execution,https://www.google-melange.com/archive/gsoc/2013/orgs/chromium/projects/dtouch3d.html,https://sites.google.com/a/chromium.org/dev/getting-involved/summerofcode2013
2013,chromium,Chromium,Implement Google Drive client as a Chrome App,https://www.google-melange.com/archive/gsoc/2013/orgs/chromium/projects/fj.html,https://sites.google.com/a/chromium.org/dev/getting-involved/summerofcode2013
2013,chromium,Chromium,SPDY COMPLIANCE TESTS,https://www.google-melange.com/archive/gsoc/2013/orgs/chromium/projects/alex_stefa.html,https://sites.google.com/a/chromium.org/dev/getting-involved/summerofcode2013
2013,chromium,Chromium,System-wide hot key api support for platform app.,https://www.google-melange.com/archive/gsoc/2013/orgs/chromium/projects/zhchbin.html,https://sites.google.com/a/chromium.org/dev/getting-involved/summerofcode2013
2013,chromium,Chromium,"SystemInfo Storage ""watch"" API Implementation",https://www.google-melange.com/archive/gsoc/2013/orgs/chromium/projects/hokein.html,https://sites.google.com/a/chromium.org/dev/getting-involved/summerofcode2013
2013,clojure_dev,Clojure,Algebraic Expressions,https://www.google-melange.com/archive/gsoc/2013/orgs/clojure_dev/projects/mschuene.html,http://dev.clojure.org/display/community/Project+Ideas
2013,clojure_dev,Clojure,Clojure Compiler port to clojure (CinC),https://www.google-melange.com/archive/gsoc/2013/orgs/clojure_dev/projects/bronsa.html,http://dev.clojure.org/display/community/Project+Ideas
2013,clojure_dev,Clojure,ClojureScript optimization and source maps support,https://www.google-melange.com/archive/gsoc/2013/orgs/clojure_dev/projects/michalmarczyk.html,http://dev.clojure.org/display/community/Project+Ideas
2013,clojure_dev,Clojure,core.typed: Extensions and Documentation,https://www.google-melange.com/archive/gsoc/2013/orgs/clojure_dev/projects/ambrosebs.html,http://dev.clojure.org/display/community/Project+Ideas
2013,clojure_dev,Clojure,Enhance Neko for Android,https://www.google-melange.com/archive/gsoc/2013/orgs/clojure_dev/projects/unlogic.html,http://dev.clojure.org/display/community/Project+Ideas
2013,clojure_dev,Clojure,Implementation of core.matrix-compatible multidimensional array in Clojure,https://www.google-melange.com/archive/gsoc/2013/orgs/clojure_dev/projects/si14.html,http://dev.clojure.org/display/community/Project+Ideas
2013,codeforamerica,Code for America,Automated Data Matching - Building Web Interface for Data Matching Client,https://www.google-melange.com/archive/gsoc/2013/orgs/codeforamerica/projects/sarafnikit.html,http://codeforamerica.org/gsoc2013/
2013,codeforamerica,Code for America,JReport: A java wrapper of the Open311 API,https://www.google-melange.com/archive/gsoc/2013/orgs/codeforamerica/projects/santiagomunin.html,http://codeforamerica.org/gsoc2013/
2013,codeforamerica,Code for America,Make Data Matching Easy,https://www.google-melange.com/archive/gsoc/2013/orgs/codeforamerica/projects/mholubowski.html,http://codeforamerica.org/gsoc2013/
2013,codeforamerica,Code for America,Open311 Visualization Tools and 311 API Tools,https://www.google-melange.com/archive/gsoc/2013/orgs/codeforamerica/projects/jcody.html,http://codeforamerica.org/gsoc2013/
2013,cse_tuwien,Computational Science and Engineering at TU Wien,[IoTSyS] A Discovery Service in OBIX Standardization,https://www.google-melange.com/archive/gsoc/2013/orgs/cse_tuwien/projects/nhong.html,http://www.iue.tuwien.ac.at/cse/index.php/gsoc/2013.html
2013,cse_tuwien,Computational Science and Engineering at TU Wien,[IOTSYS] oBIX 1.1 Specification WD Implementation,https://www.google-melange.com/archive/gsoc/2013/orgs/cse_tuwien/projects/robhor.html,http://www.iue.tuwien.ac.at/cse/index.php/gsoc/2013.html
2013,cse_tuwien,Computational Science and Engineering at TU Wien,Eclipse Array Explorer Improvement,https://www.google-melange.com/archive/gsoc/2013/orgs/cse_tuwien/projects/joeltjames.html,http://www.iue.tuwien.ac.at/cse/index.php/gsoc/2013.html
2013,cse_tuwien,Computational Science and Engineering at TU Wien,GDAL/OGR: Rigorous Support of Vertical Datums within OGRSpatialReference,https://www.google-melange.com/archive/gsoc/2013/orgs/cse_tuwien/projects/pebbie.html,http://www.iue.tuwien.ac.at/cse/index.php/gsoc/2013.html
2013,cse_tuwien,Computational Science and Engineering at TU Wien,Integrating ViennaCL into the Python scientific ecosystem,https://www.google-melange.com/archive/gsoc/2013/orgs/cse_tuwien/projects/tsmithe.html,http://www.iue.tuwien.ac.at/cse/index.php/gsoc/2013.html
2013,cse_tuwien,Computational Science and Engineering at TU Wien,MOST: NoSQL Solution for Building Data Warehouses,https://www.google-melange.com/archive/gsoc/2013/orgs/cse_tuwien/projects/nikunjness.html,http://www.iue.tuwien.ac.at/cse/index.php/gsoc/2013.html
2013,cse_tuwien,Computational Science and Engineering at TU Wien,Nomacs Plug-in System,https://www.google-melange.com/archive/gsoc/2013/orgs/cse_tuwien/projects/tjerman.html,http://www.iue.tuwien.ac.at/cse/index.php/gsoc/2013.html
2013,cse_tuwien,Computational Science and Engineering at TU Wien,OpenEngSB: Query transformation for multiple tool models based on Common Concept Model,https://www.google-melange.com/archive/gsoc/2013/orgs/cse_tuwien/projects/fajarjuang.html,http://www.iue.tuwien.ac.at/cse/index.php/gsoc/2013.html
2013,cse_tuwien,Computational Science and Engineering at TU Wien,OpenPixi: Parallelization of the Simulation Using OpenCL,https://www.google-melange.com/archive/gsoc/2013/orgs/cse_tuwien/projects/alexpetcu.html,http://www.iue.tuwien.ac.at/cse/index.php/gsoc/2013.html
2013,cse_tuwien,Computational Science and Engineering at TU Wien,Python Interface for ViennaMesh,https://www.google-melange.com/archive/gsoc/2013/orgs/cse_tuwien/projects/jcmartin.html,http://www.iue.tuwien.ac.at/cse/index.php/gsoc/2013.html
2013,cse_tuwien,Computational Science and Engineering at TU Wien,Skeptik: subsumption-based proof compression algorithms,https://www.google-melange.com/archive/gsoc/2013/orgs/cse_tuwien/projects/afellner.html,http://www.iue.tuwien.ac.at/cse/index.php/gsoc/2013.html
2013,cse_tuwien,Computational Science and Engineering at TU Wien,VIM: Integration of Survey Design Facilities into a Gtk2-based R-package VIM ,https://www.google-melange.com/archive/gsoc/2013/orgs/cse_tuwien/projects/daniel_schopfhauser.html,http://www.iue.tuwien.ac.at/cse/index.php/gsoc/2013.html
2013,coreboot,coreboot,A universal USB-based FWH/LPC/SPI programmer,https://www.google-melange.com/archive/gsoc/2013/orgs/coreboot/projects/mrnuke.html,http://www.coreboot.org/Project_Ideas
2013,coreboot,coreboot,flashrom: infrastructure improvements galore,https://www.google-melange.com/archive/gsoc/2013/orgs/coreboot/projects/stefant.html,http://www.coreboot.org/Project_Ideas
2013,coreboot,coreboot,Prepare for the lack of super-io UARTs and serialports on new mainboards,https://www.google-melange.com/archive/gsoc/2013/orgs/coreboot/projects/kmalkki.html,http://www.coreboot.org/Project_Ideas
2013,coreboot,coreboot,"Test set-up for the coreboot distributed firmware test environment featuring greater extensibility, enhanced automation, concurrent high speed firmware flashing and decentralized operation.",https://www.google-melange.com/archive/gsoc/2013/orgs/coreboot/projects/ayush3504.html,http://www.coreboot.org/Project_Ideas
2013,cc,Creative Commons,Creative Commons Pasteboard,https://www.google-melange.com/archive/gsoc/2013/orgs/cc/projects/mnmtanish.html,http://wiki.creativecommons.org/Summer_of_Code_2013
2013,cc,Creative Commons,Proposal - Media Fingerprint Library,https://www.google-melange.com/archive/gsoc/2013/orgs/cc/projects/ethanlim.html,http://wiki.creativecommons.org/Summer_of_Code_2013
2013,scripps_crowdbio,Crowdsourcing Biology at the Scripps Research Institute,Convert Gene Wiki Bot to write to Wikidata,https://www.google-melange.com/archive/gsoc/2013/orgs/scripps_crowdbio/projects/chinmay26.html,http://sulab.org/gsoc/#ideas
2013,scripps_crowdbio,Crowdsourcing Biology at the Scripps Research Institute,Developing an interactive decision tree builder for The Cure,https://www.google-melange.com/archive/gsoc/2013/orgs/scripps_crowdbio/projects/gkarthik_92.html,http://sulab.org/gsoc/#ideas
2013,scripps_crowdbio,Crowdsourcing Biology at the Scripps Research Institute,New Version of the Game Dizeez as a Facebook Application,https://www.google-melange.com/archive/gsoc/2013/orgs/scripps_crowdbio/projects/vijeenroshpw.html,http://sulab.org/gsoc/#ideas
2013,scripps_crowdbio,Crowdsourcing Biology at the Scripps Research Institute,Semantic BioGPS,https://www.google-melange.com/archive/gsoc/2013/orgs/scripps_crowdbio/projects/maxludvigsson.html,http://sulab.org/gsoc/#ideas
2013,cryptostick,Crypto Stick,OpenPGPjs integration,https://www.google-melange.com/archive/gsoc/2013/orgs/cryptostick/projects/roam.html,https://www.assembla.com/spaces/cryptostick/wiki/Ideas
2013,cryptostick,Crypto Stick,True Crypt improvement,https://www.google-melange.com/archive/gsoc/2013/orgs/cryptostick/projects/vanhonit.html,https://www.assembla.com/spaces/cryptostick/wiki/Ideas
2013,crystalspace,Crystal Space,Advanced Post-Processing Techniques,https://www.google-melange.com/archive/gsoc/2013/orgs/crystalspace/projects/grandao.html,http://www.crystalspace3d.org/trac/CS/wiki/SoC%20Ideas
2013,crystalspace,Crystal Space,Improving hardware culling support,https://www.google-melange.com/archive/gsoc/2013/orgs/crystalspace/projects/rlydontknow.html,http://www.crystalspace3d.org/trac/CS/wiki/SoC%20Ideas
2013,crystalspace,Crystal Space,OpenGL ES renderer support ,https://www.google-melange.com/archive/gsoc/2013/orgs/crystalspace/projects/mohittaneja.html,http://www.crystalspace3d.org/trac/CS/wiki/SoC%20Ideas
